1,2,3,4,5,6,7,8,9
whole milk,yogurt,spread cheese,semi-finished bread,baking powder,soda,cake bar,chocolate,specialty bar
bottled beer,,,,,,,,
whole milk,brown bread,,,,,,,
sausage,root vegetables,white bread,roll products ,semi-finished bread,soda,napkins,,
soda,chocolate,chocolate marshmallow,,,,,,
ham,whole milk,dessert,processed cheese,bottled water,soda,fruit/vegetable juice,chocolate,
bottled beer,canned beer,,,,,,,
sausage,ham,whole milk,dessert,margarine,baking powder,bottled water,,
sausage,chicken,other vegetables,whole milk,yogurt,cream cheese ,brown bread,soda,
sausage,root vegetables,other vegetables,dessert,yogurt,whipped/sour cream,sliced cheese,domestic eggs,white bread
sausage,rolls/buns,white wine,,,,,,
pork,,,,,,,,
root vegetables,yogurt,beverages,domestic eggs,white bread,cat food,,,
citrus fruit,whole milk,baking powder,cocoa drinks,skin care,shopping bags,,,
other vegetables,,,,,,,,
whole milk,soda,,,,,,,
yogurt,ice cream,white bread,sweet spreads,shopping bags,,,,
UHT-milk,mayonnaise,rolls/buns,pickled vegetables,soda,hygiene articles,shopping bags,,
citrus fruit,tropical fruit,pip fruit,other vegetables,rolls/buns,misc. beverages,fruit/vegetable juice,,
citrus fruit,pip fruit,whole milk,bottled water,,,,,
whole milk,butter milk,whipped/sour cream,ice cream,brown bread,specialty chocolate,candy,dish cleaner,
canned beer,,,,,,,,
rolls/buns,sugar,sweet spreads,chewing gum,newspapers,,,,
sausage,rolls/buns,soda,,,,,,
frozen fish,bottled beer,,,,,,,
other vegetables,whole milk,baking powder,coffee,flower (seeds),,,,
rolls/buns,soda,,,,,,,
tropical fruit,other vegetables,whole milk,frozen vegetables,pastry,cake bar,,,
butter milk,hard cheese,,,,,,,
sausage,butter milk,soft cheese,rolls/buns,instant coffee,shopping bags,,,
pastry,soda,,,,,,,
spread cheese,fruit/vegetable juice,,,,,,,
rolls/buns,sweet spreads,canned fish,chewing gum,newspapers,,,,
frankfurter,onions,candy,detergent,,,,,
frankfurter,pip fruit,newspapers,,,,,,
condensed milk,pastry,coffee,soda,red/blush wine,salty snack,nut snack,long life bakery product,waffles
rolls/buns,canned beer,,,,,,,
frankfurter,whole milk,brown bread,cake bar,specialty bar,shopping bags,,,
rolls/buns,bottled beer,,,,,,,
rolls/buns,white bread,dish cleaner,shopping bags,,,,,
other vegetables,whole milk,soda,chocolate,,,,,
sausage,tropical fruit,other vegetables,whole milk,yogurt,coffee,shopping bags,,
coffee,,,,,,,,
pip fruit,other vegetables,whole milk,yogurt,beverages,frozen potato products,rolls/buns,fruit/vegetable juice,
citrus fruit,pip fruit,,,,,,,
flour,bottled water,chocolate,specialty chocolate,,,,,
frankfurter,rolls/buns,,,,,,,
soda,,,,,,,,
soda,,,,,,,,
root vegetables,,,,,,,,
pork,whole milk,rolls/buns,artif. sweetener,baking powder,specialty chocolate,house keeping products,newspapers,
frozen vegetables,rolls/buns,pastry,,,,,,
tropical fruit,other vegetables,whole milk,frozen meals,,,,,
citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry,,,,
frankfurter,beef,other vegetables,rolls/buns,,,,,
other vegetables,whole milk,rolls/buns,vinegar,margarine,soda,waffles,,
sweet spreads,cat food,,,,,,,
frankfurter,sausage,other vegetables,domestic eggs,ketchup,canned fish,soda,long life bakery product,shopping bags
pork,beef,other vegetables,hard cheese,cream cheese ,rolls/buns,brown bread,napkins,
sausage,ham,finished products,frozen meals,salty snack,long life bakery product,waffles,shopping bags,
pip fruit,soda,,,,,,,
bottled beer,canned beer,,,,,,,
beverages,,,,,,,,
liver loaf,whole milk,yogurt,,,,,,
frankfurter,onions,soft cheese,white bread,pastry,salt,chocolate,newspapers,shopping bags
berries,onions,whipped/sour cream,brown bread,pasta,liquor,dishes,,
curd,tidbits,soda,,,,,,
sausage,whole milk,bottled beer,,,,,,
onions,whole milk,curd,yogurt,hard cheese,domestic eggs,bottled water,cleaner,
soda,,,,,,,,
soda,bottled beer,,,,,,,
chicken,citrus fruit,yogurt,UHT-milk,soft cheese,rolls/buns,margarine,mustard,coffee
cream cheese ,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,
chocolate,,,,,,,,
cream cheese ,white bread,sweet spreads,cat food,coffee,syrup,specialty bar,,
whole milk,soda,canned beer,liquor (appetizer),newspapers,,,,
whole milk,domestic eggs,rolls/buns,brown bread,specialty chocolate,shopping bags,,,
fruit/vegetable juice,,,,,,,,
onions,spread cheese,,,,,,,
tropical fruit,other vegetables,yogurt,mayonnaise,mustard,newspapers,,,
tropical fruit,grapes,other vegetables,bottled beer,popcorn,,,,
pastry,,,,,,,,
hamburger meat,semi-finished bread,Instant food products,,,,,,
frankfurter,,,,,,,,
tropical fruit,other vegetables,whole milk,curd,frozen dessert,rolls/buns,margarine,jam,
butter,,,,,,,,
rolls/buns,misc. beverages,,,,,,,
sausage,beef,other vegetables,frozen fish,domestic eggs,roll products ,margarine,sugar,baking powder
citrus fruit,tropical fruit,pip fruit,grapes,onions,other vegetables,sliced cheese,cream cheese ,mayonnaise
tropical fruit,other vegetables,,,,,,,
pork,beef,root vegetables,whole milk,pasta,margarine,jam,bottled water,
whole milk,,,,,,,,
hamburger meat,rolls/buns,,,,,,,
frankfurter,frozen potato products,,,,,,,
sausage,beef,citrus fruit,sweet spreads,coffee,,,,
other vegetables,bottled beer,,,,,,,
ham,onions,other vegetables,brown bread,margarine,,,,
bottled beer,,,,,,,,
pip fruit,soda,cake bar,specialty chocolate,,,,,
pasta,vinegar,soda,fruit/vegetable juice,sparkling wine,napkins,,,
pip fruit,nuts/prunes,curd,frozen dessert,sweet spreads,light bulbs,,,
pork,dessert,soda,shopping bags,,,,,
frankfurter,sausage,other vegetables,hard cheese,rolls/buns,,,,
rolls/buns,rum,,,,,,,
sausage,meat,other vegetables,curd,sliced cheese,domestic eggs,rolls/buns,pastry,cat food
tropical fruit,cream cheese ,chocolate,,,,,,
chicken,hamburger meat,other vegetables,,,,,,
whole milk,yogurt,,,,,,,
ham,,,,,,,,
soda,,,,,,,,
chicken,hamburger meat,other vegetables,,,,,,
canned beer,,,,,,,,
pip fruit,pastry,,,,,,,
tropical fruit,pip fruit,whole milk,cream cheese ,frozen dessert,rolls/buns,bottled water,waffles,napkins
domestic eggs,rolls/buns,,,,,,,
meat,pork,tropical fruit,whole milk,curd,rolls/buns,cat food,bottled water,soda
citrus fruit,male cosmetics,,,,,,,
sausage,citrus fruit,pip fruit,root vegetables,herbs,other vegetables,curd,yogurt,soft cheese
rolls/buns,tea,,,,,,,
light bulbs,,,,,,,,
rolls/buns,newspapers,,,,,,,
meat,tropical fruit,beverages,sweet spreads,shopping bags,,,,
root vegetables,herbs,frozen vegetables,bottled water,shopping bags,,,,
tropical fruit,zwieback,bottled water,,,,,,
citrus fruit,tropical fruit,pip fruit,berries,bottled water,soda,red/blush wine,,
whole milk,beverages,frozen meals,frozen dessert,,,,,
margarine,napkins,,,,,,,
hamburger meat,whole milk,ice cream,domestic eggs,white bread,pastry,margarine,sweet spreads,soda
dessert,rolls/buns,bottled water,specialty bar,,,,,
beef,whipped/sour cream,napkins,,,,,,
other vegetables,beverages,domestic eggs,brown bread,pastry,soda,newspapers,,
tropical fruit,other vegetables,whole milk,mustard,bottled water,,,,
chicken,beef,citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,rolls/buns
brown bread,fruit/vegetable juice,newspapers,shopping bags,,,,,
sausage,hamburger meat,whole milk,pastry,shopping bags,,,,
hamburger meat,whole milk,curd,rolls/buns,Instant food products,hygiene articles,napkins,,
pork,root vegetables,onions,other vegetables,yogurt,domestic eggs,,,
sausage,citrus fruit,tropical fruit,pip fruit,flour,baking powder,,,
soda,,,,,,,,
sweet spreads,soda,waffles,,,,,,
pastry,instant coffee,,,,,,,
other vegetables,whole milk,pastry,flour,margarine,canned fish,long life bakery product,chocolate,
root vegetables,whole milk,yogurt,jam,bottled water,soda,bottled beer,specialty chocolate,hygiene articles
whipped/sour cream,pastry,canned fish,soda,waffles,dish cleaner,napkins,,
whole milk,hard cheese,coffee,,,,,,
whole milk,whipped/sour cream,specialty cheese,domestic eggs,dog food,soda,chewing gum,,
citrus fruit,whole milk,butter,pastry,semi-finished bread,coffee,candy,newspapers,shopping bags
other vegetables,whipped/sour cream,,,,,,,
pork,root vegetables,sliced cheese,frozen vegetables,frozen potato products,mustard,bottled water,fruit/vegetable juice,napkins
pip fruit,onions,whole milk,,,,,,
bottled beer,,,,,,,,
other vegetables,,,,,,,,
whole milk,curd,yogurt,whipped/sour cream,canned vegetables,soda,shopping bags,,
pastry,soda,,,,,,,
sausage,brown bread,meat spreads,canned fish,,,,,
sausage,liver loaf,specialty cheese,soda,,,,,
salty snack,,,,,,,,
dessert,,,,,,,,
pork,hamburger meat,herbs,yogurt,hard cheese,brown bread,sweet spreads,soda,
frankfurter,sausage,tropical fruit,whole milk,frozen fish,white wine,chewing gum,newspapers,
butter,,,,,,,,
other vegetables,white bread,margarine,canned beer,rum,,,,
liver loaf,rolls/buns,soda,,,,,,
frankfurter,sausage,hard cheese,soda,nut snack,shopping bags,,,
whole milk,curd,butter milk,beverages,tidbits,long life bakery product,waffles,dental care,
frankfurter,chicken,brown bread,oil,,,,,
root vegetables,bottled water,bottled beer,,,,,,
soda,,,,,,,,
butter,yogurt,whipped/sour cream,,,,,,
cat food,bottled water,white wine,shopping bags,,,,,
chewing gum,,,,,,,,
berries,root vegetables,whole milk,whipped/sour cream,shopping bags,,,,
other vegetables,,,,,,,,
yogurt,rolls/buns,,,,,,,
tropical fruit,other vegetables,whole milk,fruit/vegetable juice,long life bakery product,shopping bags,,,
whole milk,,,,,,,,
curd,canned beer,waffles,candy,,,,,
whole milk,butter,hard cheese,white wine,,,,,
bottled water,,,,,,,,
soda,chocolate,specialty chocolate,,,,,,
sausage,ham,citrus fruit,other vegetables,butter,hard cheese,curd cheese,domestic eggs,rolls/buns
oil,fruit/vegetable juice,,,,,,,
hamburger meat,whole milk,whipped/sour cream,,,,,,
onions,yogurt,frozen vegetables,,,,,,
pork,cat food,,,,,,,
pip fruit,yogurt,sliced cheese,frozen vegetables,domestic eggs,pickled vegetables,specialty vegetables,female sanitary products,napkins
pork,beef,root vegetables,curd,sliced cheese,soda,canned beer,,
citrus fruit,pip fruit,,,,,,,
yogurt,pastry,,,,,,,
frankfurter,other vegetables,yogurt,beverages,hard cheese,rolls/buns,canned fish,soda,canned beer
frankfurter,ham,pip fruit,domestic eggs,,,,,
brown bread,,,,,,,,
root vegetables,herbs,other vegetables,yogurt,brandy,salty snack,waffles,skin care,shopping bags
dish cleaner,napkins,,,,,,,
yogurt,organic products,shopping bags,,,,,,
sausage,pip fruit,other vegetables,yogurt,mustard,fruit/vegetable juice,shopping bags,,
sauces,specialty chocolate,,,,,,,
brown bread,pastry,pasta,,,,,,
citrus fruit,tropical fruit,whole milk,butter milk,beverages,soda,shopping bags,,
cream cheese ,ice cream,white bread,specialty chocolate,,,,,
beverages,soft cheese,rolls/buns,sugar,misc. beverages,candy,,,
curd,whipped/sour cream,pudding powder,candy,flower (seeds),shopping bags,,,
ice cream,chocolate marshmallow,,,,,,,
hard cheese,soda,,,,,,,
detergent,decalcifier,hygiene articles,,,,,,
bottled water,soda,bottled beer,dental care,,,,,
soda,specialty bar,,,,,,,
pip fruit,other vegetables,whipped/sour cream,oil,,,,,
whole milk,butter milk,yogurt,,,,,,
waffles,,,,,,,,
sausage,other vegetables,dessert,canned vegetables,,,,,
chicken,pip fruit,UHT-milk,bottled water,bottled beer,shopping bags,,,
beverages,rolls/buns,,,,,,,
ice cream,frozen dessert,salty snack,,,,,,
butter,sliced cheese,misc. beverages,fruit/vegetable juice,,,,,
beverages,waffles,,,,,,,
frankfurter,tropical fruit,dessert,rolls/buns,brown bread,seasonal products,flower (seeds),,
detergent,,,,,,,,
sausage,citrus fruit,pip fruit,whole milk,curd,domestic eggs,margarine,newspapers,
chicken,other vegetables,whole milk,cream cheese ,hygiene articles,,,,
yogurt,bottled beer,liquor (appetizer),chewing gum,,,,,
whole milk,yogurt,oil,bottled water,bottled beer,salty snack,specialty chocolate,,
yogurt,bottled water,,,,,,,
whipped/sour cream,,,,,,,,
whole milk,yogurt,hard cheese,rolls/buns,bottled water,,,,
citrus fruit,whole milk,butter milk,yogurt,baking powder,,,,
whole milk,,,,,,,,
citrus fruit,flour,pasta,margarine,sugar,baking powder,soda,,
pork,other vegetables,whole milk,canned fish,coffee,specialty bar,candy,,
beverages,,,,,,,,
UHT-milk,hygiene articles,cling film/bags,newspapers,,,,,
beef,whole milk,frozen vegetables,sweet spreads,candy,dish cleaner,dental care,photo/film,
other vegetables,,,,,,,,
whole milk,yogurt,rolls/buns,bottled water,,,,,
frankfurter,citrus fruit,tropical fruit,other vegetables,whole milk,candles,,,
yogurt,rolls/buns,pastry,soda,,,,,
canned beer,,,,,,,,
canned beer,,,,,,,,
other vegetables,yogurt,whipped/sour cream,newspapers,,,,,
frankfurter,sausage,other vegetables,brown bread,flour,bottled water,candy,,
canned beer,,,,,,,,
pork,herbs,other vegetables,processed cheese,cake bar,,,,
frankfurter,whole milk,yogurt,processed cheese,ice cream,frozen dessert,rolls/buns,white bread,brown bread
chocolate,specialty bar,,,,,,,
citrus fruit,tropical fruit,fruit/vegetable juice,,,,,,
specialty fat,sugar,cat food,,,,,,
spread cheese,rolls/buns,brown bread,soda,,,,,
whole milk,beverages,bottled water,cake bar,newspapers,,,,
whole milk,pastry,,,,,,,
whole milk,pastry,,,,,,,
hygiene articles,,,,,,,,
beef,citrus fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,seasonal products,
meat,beef,root vegetables,butter,flour,fruit/vegetable juice,whisky,white wine,napkins
beef,other vegetables,whole milk,rolls/buns,,,,,
pip fruit,whole milk,yogurt,,,,,,
other vegetables,rolls/buns,,,,,,,
hamburger meat,yogurt,rolls/buns,artif. sweetener,sauces,dish cleaner,dishes,,
rolls/buns,specialty chocolate,,,,,,,
instant coffee,,,,,,,,
canned beer,,,,,,,,
pork,rolls/buns,soda,,,,,,
pork,beverages,flour,margarine,bottled beer,,,,
tropical fruit,berries,root vegetables,whole milk,yogurt,cream cheese ,rolls/buns,bottled water,soda
whole milk,cat food,bottled water,napkins,,,,,
frankfurter,meat,berries,root vegetables,butter,whipped/sour cream,frozen vegetables,domestic eggs,rolls/buns
beverages,processed cheese,,,,,,,
pip fruit,rolls/buns,sugar,sauces,newspapers,,,,
pip fruit,root vegetables,other vegetables,whole milk,yogurt,,,,
frankfurter,sausage,meat,pip fruit,yogurt,rolls/buns,bottled water,soda,newspapers
sausage,pip fruit,bottled water,,,,,,
long life bakery product,,,,,,,,
bottled water,,,,,,,,
beef,root vegetables,other vegetables,whipped/sour cream,,,,,
domestic eggs,dish cleaner,hygiene articles,,,,,,
oil,margarine,bottled water,red/blush wine,waffles,,,,
meat,tropical fruit,pip fruit,other vegetables,butter,pastry,,,
processed cheese,rolls/buns,soda,,,,,,
sausage,pork,spread cheese,frozen vegetables,pastry,,,,
citrus fruit,curd,,,,,,,
frozen vegetables,,,,,,,,
sausage,rolls/buns,shopping bags,,,,,,
pastry,candles,,,,,,,
pork,hamburger meat,,,,,,,
berries,other vegetables,whole milk,whipped/sour cream,,,,,
whole milk,yogurt,whipped/sour cream,sugar,,,,,
ham,rolls/buns,,,,,,,
packaged fruit/vegetables,processed cheese,frozen vegetables,bottled water,fruit/vegetable juice,snack products,candy,,
packaged fruit/vegetables,,,,,,,,
rolls/buns,canned beer,,,,,,,
whole milk,butter milk,domestic eggs,,,,,,
whole milk,,,,,,,,
sausage,pork,berries,other vegetables,whole milk,rolls/buns,brown bread,roll products ,margarine
white bread,flour,oil,sugar,coffee,bottled water,salty snack,,
rolls/buns,bottled water,,,,,,,
bottled water,,,,,,,,
other vegetables,soda,bottled beer,shopping bags,,,,,
frankfurter,rolls/buns,napkins,,,,,,
frankfurter,rolls/buns,salt,canned beer,newspapers,,,,
frankfurter,butter,rolls/buns,semi-finished bread,misc. beverages,shopping bags,,,
rolls/buns,pastry,soda,,,,,,
sausage,coffee,bottled water,,,,,,
brown bread,bottled water,bottled beer,,,,,,
UHT-milk,margarine,bottled water,soda,,,,,
pip fruit,yogurt,,,,,,,
whole milk,coffee,,,,,,,
processed cheese,,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns,zwieback,margarine,flower (seeds),
beef,root vegetables,herbs,curd,rolls/buns,bottled beer,,,
whole milk,brown bread,bottled beer,,,,,,
hamburger meat,citrus fruit,other vegetables,whole milk,curd,yogurt,misc. beverages,,
pasta,fruit/vegetable juice,,,,,,,
tropical fruit,butter,brown bread,,,,,,
whole milk,bottled water,,,,,,,
sausage,,,,,,,,
rolls/buns,soda,specialty bar,,,,,,
sliced cheese,rolls/buns,canned beer,,,,,,
rolls/buns,fruit/vegetable juice,long life bakery product,newspapers,,,,,
sausage,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,
rolls/buns,soda,,,,,,,
pork,beef,whole milk,condensed milk,domestic eggs,fruit/vegetable juice,sparkling wine,salty snack,waffles
other vegetables,UHT-milk,rolls/buns,pastry,bottled water,soda,,,
domestic eggs,soda,,,,,,,
ham,beef,citrus fruit,tropical fruit,cream cheese ,bottled water,newspapers,,
soda,canned beer,,,,,,,
specialty chocolate,,,,,,,,
pork,,,,,,,,
other vegetables,,,,,,,,
onions,whole milk,butter,frozen fish,,,,,
tropical fruit,rolls/buns,bottled water,,,,,,
pip fruit,whole milk,curd,whipped/sour cream,salt,,,,
sausage,hamburger meat,tropical fruit,cream cheese ,fruit/vegetable juice,,,,
rolls/buns,,,,,,,,
hamburger meat,root vegetables,other vegetables,roll products ,,,,,
citrus fruit,tropical fruit,pip fruit,pastry,coffee,chocolate,,,
whole milk,yogurt,frozen potato products,brown bread,napkins,,,,
root vegetables,other vegetables,,,,,,,
chewing gum,,,,,,,,
beef,root vegetables,,,,,,,
rolls/buns,,,,,,,,
citrus fruit,shopping bags,,,,,,,
snack products,chocolate,,,,,,,
sausage,ham,chicken,turkey,cake bar,,,,
mustard,,,,,,,,
sausage,pork,soda,,,,,,
frozen meals,frozen fish,chocolate,,,,,,
sausage,citrus fruit,other vegetables,yogurt,hard cheese,pastry,canned vegetables,soda,
spread cheese,rolls/buns,,,,,,,
sausage,rolls/buns,soda,,,,,,
herbs,whole milk,,,,,,,
tropical fruit,other vegetables,,,,,,,
frankfurter,meat,hamburger meat,citrus fruit,whole milk,cream cheese ,domestic eggs,pastry,dishes
domestic eggs,margarine,bottled water,,,,,,
sausage,other vegetables,,,,,,,
citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,specialty cheese,,,
pip fruit,root vegetables,butter milk,frozen vegetables,rolls/buns,misc. beverages,fruit/vegetable juice,newspapers,pot plants
onions,yogurt,flour,sugar,bottled water,fruit/vegetable juice,red/blush wine,hair spray,
frankfurter,domestic eggs,rolls/buns,,,,,,
shopping bags,,,,,,,,
bottled beer,,,,,,,,
frankfurter,root vegetables,onions,condensed milk,mayonnaise,frozen vegetables,Instant food products,,
whole milk,spread cheese,,,,,,,
soda,hygiene articles,napkins,,,,,,
beef,herbs,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,mayonnaise,domestic eggs
bottled water,chocolate,,,,,,,
sausage,,,,,,,,
ice cream,,,,,,,,
tropical fruit,cat food,bottled water,soda,bottled beer,white wine,hygiene articles,,
whole milk,frozen vegetables,,,,,,,
yogurt,pastry,canned beer,red/blush wine,,,,,
herbs,misc. beverages,shopping bags,,,,,,
whole milk,tea,bottled beer,napkins,cling film/bags,,,,
meat,curd,white bread,,,,,,
frankfurter,pip fruit,other vegetables,whole milk,butter,yogurt,fruit/vegetable juice,shopping bags,
citrus fruit,whole milk,yogurt,softener,hygiene articles,,,,
canned beer,candy,,,,,,,
chicken,soda,canned beer,liquor (appetizer),newspapers,,,,
yogurt,waffles,,,,,,,
beef,yogurt,spread cheese,margarine,salty snack,,,,
whipped/sour cream,candy,,,,,,,
pip fruit,root vegetables,whole milk,whipped/sour cream,processed cheese,white bread,flour,fruit/vegetable juice,napkins
frankfurter,whole milk,rolls/buns,pastry,soda,specialty chocolate,,,
soda,,,,,,,,
pip fruit,yogurt,bottled water,canned beer,chewing gum,napkins,,,
citrus fruit,tropical fruit,whipped/sour cream,rolls/buns,candy,newspapers,,,
whole milk,,,,,,,,
root vegetables,onions,other vegetables,whole milk,whipped/sour cream,specialty cheese,frozen meals,rolls/buns,white bread
sausage,whipped/sour cream,white bread,baking powder,,,,,
liver loaf,ham,pip fruit,root vegetables,other vegetables,whole milk,curd,dessert,butter milk
soda,,,,,,,,
root vegetables,liquor,shopping bags,,,,,,
other vegetables,cream cheese ,white bread,jam,coffee,bottled water,soda,fruit/vegetable juice,canned beer
tropical fruit,whole milk,spread cheese,cat food,coffee,bottled water,soda,misc. beverages,fruit/vegetable juice
butter,oil,cling film/bags,,,,,,
sausage,pip fruit,hard cheese,rolls/buns,soda,,,,
butter,,,,,,,,
whole milk,brown bread,chocolate,house keeping products,newspapers,,,,
other vegetables,whole milk,whipped/sour cream,specialty cheese,white bread,cat food,bottled water,,
whole milk,yogurt,pastry,soda,misc. beverages,shopping bags,,,
white bread,,,,,,,,
pork,,,,,,,,
whipped/sour cream,sliced cheese,frozen dessert,hygiene articles,napkins,,,,
yogurt,frozen fish,ice cream,,,,,,
butter milk,tea,fruit/vegetable juice,bottled beer,red/blush wine,shopping bags,,,
yogurt,whipped/sour cream,hard cheese,ketchup,,,,,
other vegetables,whole milk,coffee,,,,,,
pastry,,,,,,,,
yogurt,rolls/buns,misc. beverages,,,,,,
citrus fruit,whole milk,butter,yogurt,zwieback,jam,dishes,,
condensed milk,coffee,,,,,,,
root vegetables,pastry,,,,,,,
other vegetables,oil,,,,,,,
citrus fruit,rolls/buns,snack products,,,,,,
frankfurter,photo/film,,,,,,,
sausage,,,,,,,,
other vegetables,,,,,,,,
herbs,,,,,,,,
ham,pip fruit,other vegetables,cream cheese ,pastry,bottled beer,,,
root vegetables,yogurt,beverages,flour,,,,,
soda,,,,,,,,
sausage,beef,hamburger meat,yogurt,soft cheese,cream cheese ,domestic eggs,rolls/buns,pastry
frankfurter,pip fruit,frozen vegetables,fruit/vegetable juice,nut snack,,,,
bottled water,,,,,,,,
meat,citrus fruit,whole milk,spread cheese,,,,,
ham,root vegetables,butter,bottled water,white wine,,,,
sugar,canned beer,,,,,,,
chicken,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,,,
UHT-milk,domestic eggs,sugar,fruit/vegetable juice,newspapers,,,,
beef,yogurt,rolls/buns,cat food,napkins,dishes,newspapers,,
ham,domestic eggs,brown bread,bottled water,chocolate marshmallow,seasonal products,napkins,newspapers,
rolls/buns,zwieback,chocolate marshmallow,dishes,,,,,
citrus fruit,yogurt,pastry,salt,margarine,specialty fat,cat food,specialty bar,dish cleaner
citrus fruit,tropical fruit,whole milk,yogurt,rolls/buns,pastry,semi-finished bread,bottled beer,napkins
cat food,coffee,,,,,,,
hard cheese,honey,candy,,,,,,
frankfurter,other vegetables,whole milk,yogurt,cream cheese ,rolls/buns,pastry,coffee,
bottled beer,,,,,,,,
yogurt,spread cheese,rolls/buns,soda,canned beer,shopping bags,,,
frankfurter,sausage,chicken,other vegetables,frozen meals,salt,sugar,soups,coffee
rolls/buns,soda,newspapers,,,,,,
whole milk,beverages,bottled water,soda,cake bar,newspapers,,,
meat,beef,onions,white wine,dishes,,,,
curd,napkins,,,,,,,
beverages,white bread,pastry,newspapers,shopping bags,,,,
frankfurter,whole milk,UHT-milk,hard cheese,mayonnaise,rolls/buns,brown bread,margarine,newspapers
sausage,pork,beef,root vegetables,butter,yogurt,spread cheese,rolls/buns,brown bread
sausage,pip fruit,whole milk,rolls/buns,soda,chewing gum,shopping bags,,
meat,other vegetables,,,,,,,
sausage,tropical fruit,pip fruit,rolls/buns,pastry,margarine,,,
whole milk,rolls/buns,pastry,,,,,,
canned beer,,,,,,,,
frankfurter,citrus fruit,tropical fruit,pip fruit,other vegetables,whole milk,curd,yogurt,whipped/sour cream
long life bakery product,,,,,,,,
pork,butter,hard cheese,cream cheese ,,,,,
pip fruit,other vegetables,whole milk,butter,curd,rolls/buns,margarine,baking powder,bottled water
bottled beer,,,,,,,,
pork,tropical fruit,root vegetables,onions,other vegetables,shopping bags,,,
bottled water,white wine,newspapers,,,,,,
whole milk,domestic eggs,brown bread,photo/film,,,,,
curd,dessert,soda,fruit/vegetable juice,candy,hygiene articles,shopping bags,,
tropical fruit,pip fruit,UHT-milk,rolls/buns,pastry,salt,,,
pip fruit,other vegetables,whole milk,yogurt,brown bread,pastry,,,
chicken,beef,tropical fruit,root vegetables,onions,other vegetables,pickled vegetables,canned fish,bottled water
whole milk,newspapers,,,,,,,
citrus fruit,other vegetables,yogurt,spread cheese,rolls/buns,soda,chocolate,newspapers,
canned beer,,,,,,,,
pip fruit,nuts/prunes,root vegetables,condensed milk,rolls/buns,pickled vegetables,coffee,canned beer,liquor (appetizer)
photo/film,,,,,,,,
root vegetables,other vegetables,frozen vegetables,,,,,,
frankfurter,tropical fruit,root vegetables,whole milk,butter,curd,yogurt,,
yogurt,white wine,red/blush wine,,,,,,
UHT-milk,ice cream,domestic eggs,oil,soda,cling film/bags,,,
organic sausage,chicken,citrus fruit,grapes,other vegetables,butter,yogurt,whipped/sour cream,rolls/buns
whole milk,whipped/sour cream,,,,,,,
meat,root vegetables,whole milk,newspapers,,,,,
pork,,,,,,,,
coffee,,,,,,,,
soft cheese,hard cheese,bottled water,soda,liquor (appetizer),waffles,chocolate,candles,
sausage,other vegetables,yogurt,mayonnaise,rolls/buns,bottled water,soda,canned beer,shopping bags
sausage,citrus fruit,pip fruit,whole milk,cream cheese ,tidbits,domestic eggs,pastry,sugar
finished products,misc. beverages,,,,,,,
whole milk,frozen meals,rolls/buns,margarine,,,,,
curd,yogurt,,,,,,,
coffee,fruit/vegetable juice,,,,,,,
tropical fruit,herbs,whole milk,yogurt,whipped/sour cream,soda,,,
soda,,,,,,,,
whole milk,curd,brown bread,,,,,,
bottled beer,,,,,,,,
oil,,,,,,,,
hamburger meat,tropical fruit,,,,,,,
yogurt,rolls/buns,meat spreads,soda,,,,,
pork,citrus fruit,,,,,,,
frankfurter,pip fruit,root vegetables,other vegetables,whole milk,soft cheese,cream cheese ,frozen vegetables,salt
sausage,soda,liquor (appetizer),shopping bags,,,,,
canned beer,,,,,,,,
frankfurter,root vegetables,whole milk,frozen vegetables,coffee,soda,long life bakery product,napkins,house keeping products
beef,citrus fruit,whole milk,,,,,,
yogurt,UHT-milk,rolls/buns,candles,,,,,
long life bakery product,,,,,,,,
other vegetables,butter,yogurt,rolls/buns,pastry,margarine,,,
pastry,,,,,,,,
sausage,citrus fruit,whole milk,yogurt,beverages,pasta,waffles,specialty chocolate,
canned beer,,,,,,,,
sausage,citrus fruit,other vegetables,hard cheese,cream cheese ,frozen dessert,artif. sweetener,coffee,cling film/bags
canned beer,,,,,,,,
finished products,soda,specialty chocolate,,,,,,
other vegetables,whole milk,yogurt,specialty cheese,bottled water,misc. beverages,fruit/vegetable juice,,
pork,other vegetables,rolls/buns,,,,,,
beef,root vegetables,other vegetables,whole milk,domestic eggs,hygiene articles,,,
specialty bar,,,,,,,,
canned beer,,,,,,,,
bottled beer,,,,,,,,
ham,citrus fruit,root vegetables,whipped/sour cream,canned beer,napkins,,,
tropical fruit,whole milk,,,,,,,
chicken,sugar,photo/film,,,,,,
pork,hamburger meat,pip fruit,herbs,other vegetables,whole milk,butter,sliced cheese,processed cheese
yogurt,,,,,,,,
chicken,other vegetables,bottled water,chewing gum,softener,,,,
